0,1,2,3,4,5,6,7,8,9,10,11
"{'image': 'B_3_M04_OC_L1_P+_061123_2.tif', 'label': 1, 'volume': 1504.0, 'centroid': (0.0, 95.95678191489361, 137.5152925531915), 'extent': 0.3540489642184557, 'axis_major': 88.3135140938414, 'bbox': (0, 69, 98, 1, 128, 170)}","{'image': 'B_3_M04_OC_L1_P+_061123_2.tif', 'label': 2, 'volume': 101938.0, 'centroid': (8.220084757401558, 215.58543428358414, 196.3155643626518), 'extent': 0.22820850347446092, 'axis_major': 121.10094032658256, 'bbox': (0, 154, 130, 24, 295, 262)}","{'image': 'B_3_M04_OC_L1_P+_061123_2.tif', 'label': 3, 'volume': 12628.0, 'centroid': (6.0, 299.9766392144441, 34.36474501108648), 'extent': 0.5729322626015153, 'axis_major': 297.86689844284433, 'bbox': (6, 171, 0, 7, 408, 93)}","{'image': 'B_3_M04_OC_L1_P+_061123_2.tif', 'label': 4, 'volume': 978.0, 'centroid': (11.0, 104.14314928425358, 146.02044989775052), 'extent': 0.4427342688999547, 'axis_major': 60.35034631183195, 'bbox': (11, 79, 123, 12, 126, 170)}","{'image': 'B_3_M04_OC_L1_P+_061123_2.tif', 'label': 5, 'volume': 2173.0, 'centroid': (16.317073170731707, 117.78831109065807, 143.38518177634606), 'extent': 0.40723388305847075, 'axis_major': 60.65473123041136, 'bbox': (16, 92, 120, 18, 150, 166)}",,,,,,,
"{'image': 'C_2_M04_OC_L1_P+_161123_3.tif', 'label': 1, 'volume': 280388.0, 'centroid': (7.0222762743056055, 185.81376164457822, 203.7531848723911), 'extent': 0.24735388822725068, 'axis_major': 194.43552445836553, 'bbox': (0, 72, 87, 22, 301, 312)}","{'image': 'C_2_M04_OC_L1_P+_161123_3.tif', 'label': 2, 'volume': 37.0, 'centroid': (16.0, 106.48648648648648, 144.32432432432432), 'extent': 0.5138888888888888, 'axis_major': 11.299934471294764, 'bbox': (16, 103, 141, 17, 112, 149)}",,,,,,,,,,
"{'image': 'C_1_M04_OC_CA1_P+_151123_1.tif', 'label': 1, 'volume': 141263.0, 'centroid': (8.410199415275054, 148.79468084353297, 223.24436689012694), 'extent': 0.23756693305349263, 'axis_major': 168.28228152735204, 'bbox': (0, 40, 149, 19, 232, 312)}",,,,,,,,,,,
"{'image': 'B_3_M04_OC_CA1_P+_131123_1.tif', 'label': 1, 'volume': 156654.0, 'centroid': (9.550780701418413, 178.3808201514165, 198.03993514369247), 'extent': 0.27862082212831346, 'axis_major': 155.82181614057217, 'bbox': (0, 106, 74, 19, 243, 290)}","{'image': 'B_3_M04_OC_CA1_P+_131123_1.tif', 'label': 2, 'volume': 58.0, 'centroid': (6.0, 22.120689655172413, 291.37931034482756), 'extent': 0.6590909090909091, 'axis_major': 12.508943380442513, 'bbox': (6, 17, 288, 7, 28, 296)}",,,,,,,,,,
"{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 1, 'volume': 192.0, 'centroid': (0.5, 136.625, 250.0625), 'extent': 0.4897959183673469, 'axis_major': 16.261486428972805, 'bbox': (0, 131, 245, 2, 145, 259)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 2, 'volume': 265.0, 'centroid': (0.0, 156.8377358490566, 258.44528301886794), 'extent': 0.48534798534798534, 'axis_major': 30.10628162009978, 'bbox': (0, 145, 245, 1, 166, 271)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 3, 'volume': 102.0, 'centroid': (2.0, 50.8235294117647, 177.94117647058823), 'extent': 0.6181818181818182, 'axis_major': 17.304867320944652, 'bbox': (2, 44, 173, 3, 59, 184)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 4, 'volume': 286.0, 'centroid': (4.13986013986014, 126.57692307692308, 7.174825174825175), 'extent': 0.23027375201288244, 'axis_major': 23.142269548522087, 'bbox': (3, 118, 0, 6, 141, 18)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 5, 'volume': 49.0, 'centroid': (6.0, 125.24489795918367, 25.20408163265306), 'extent': 0.5444444444444444, 'axis_major': 10.506334195407744, 'bbox': (6, 120, 21, 7, 130, 30)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 6, 'volume': 37.0, 'centroid': (7.0, 112.02702702702703, 12.54054054054054), 'extent': 0.6727272727272727, 'axis_major': 12.111837005172505, 'bbox': (7, 110, 7, 8, 115, 18)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 7, 'volume': 140.0, 'centroid': (8.471428571428572, 106.37857142857143, 21.37142857142857), 'extent': 0.3111111111111111, 'axis_major': 15.501311815325035, 'bbox': (8, 100, 15, 10, 115, 30)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 8, 'volume': 23.0, 'centroid': (10.0, 97.65217391304348, 26.73913043478261), 'extent': 0.575, 'axis_major': 11.137007135729412, 'bbox': (10, 96, 22, 11, 100, 32)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 9, 'volume': 797.0, 'centroid': (11.0, 157.9146800501882, 250.36260978670012), 'extent': 0.49288806431663573, 'axis_major': 59.94245910782152, 'bbox': (11, 140, 224, 12, 173, 273)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 10, 'volume': 92.0, 'centroid': (13.108695652173912, 262.2282608695652, 117.90217391304348), 'extent': 0.48677248677248675, 'axis_major': 8.401170866334665, 'bbox': (12, 258, 115, 15, 267, 122)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 11, 'volume': 141.0, 'centroid': (16.80141843971631, 221.9787234042553, 192.60283687943263), 'extent': 0.3263888888888889, 'axis_major': 11.238261813945332, 'bbox': (15, 218, 187, 19, 227, 199)}","{'image': 'C_2_M04_OC_L1_P+_161123_2.tif', 'label': 12, 'volume': 66230.0, 'centroid': (22.214011777140268, 151.48108108108107, 244.0013136041069), 'extent': 0.29476429537848037, 'axis_major': 191.4309044161435, 'bbox': (19, 76, 165, 27, 227, 351)}"
"{'image': 'D_3_M04_OC_L1_P+_221123_2.tif', 'label': 1, 'volume': 362910.0, 'centroid': (7.233553773662892, 196.32704527293268, 187.85739439530462), 'extent': 0.19385099577588472, 'axis_major': 254.5488189637107, 'bbox': (0, 44, 0, 19, 350, 322)}",,,,,,,,,,,
"{'image': 'B_1_M04_OC_L23_P+_021123_2.tif', 'label': 1, 'volume': 10778.0, 'centroid': (0.5, 163.9289293004268, 35.3980330302468), 'extent': 0.6505311443746982, 'axis_major': 106.77057312485623, 'bbox': (0, 108, 0, 2, 217, 76)}","{'image': 'B_1_M04_OC_L23_P+_021123_2.tif', 'label': 2, 'volume': 104505.0, 'centroid': (6.903707956557103, 188.05981531984116, 227.9887469499067), 'extent': 0.2282765399737877, 'axis_major': 174.79514194429404, 'bbox': (2, 109, 123, 16, 259, 341)}","{'image': 'B_1_M04_OC_L23_P+_021123_2.tif', 'label': 3, 'volume': 17492.0, 'centroid': (21.556425794648984, 159.93842899611252, 33.294763320375026), 'extent': 0.3869911504424779, 'axis_major': 94.93300462776774, 'bbox': (19, 107, 0, 24, 220, 80)}",,,,,,,,,
"{'image': 'B_2_M04_OC_L1_P+_031123_1.tif', 'label': 1, 'volume': 82.0, 'centroid': (0.0, 233.9390243902439, 203.70731707317074), 'extent': 0.4270833333333333, 'axis_major': 16.055242586341148, 'bbox': (0, 226, 197, 1, 242, 209)}","{'image': 'B_2_M04_OC_L1_P+_031123_1.tif', 'label': 2, 'volume': 34037.0, 'centroid': (12.995181714017098, 233.3318741369686, 207.01565942944444), 'extent': 0.13710775427995972, 'axis_major': 306.53069820033346, 'bbox': (11, 134, 50, 14, 384, 381)}","{'image': 'B_2_M04_OC_L1_P+_031123_1.tif', 'label': 3, 'volume': 6662.0, 'centroid': (18.0, 223.89222455719002, 192.60927649354548), 'extent': 0.5207942464040025, 'axis_major': 116.06257929636722, 'bbox': (18, 176, 137, 19, 280, 260)}","{'image': 'B_2_M04_OC_L1_P+_031123_1.tif', 'label': 4, 'volume': 199.0, 'centroid': (22.0, 263.3467336683417, 187.47236180904522), 'extent': 0.4738095238095238, 'axis_major': 26.931223064607664, 'bbox': (22, 254, 178, 23, 275, 198)}","{'image': 'B_2_M04_OC_L1_P+_031123_1.tif', 'label': 5, 'volume': 219509.0, 'centroid': (33.83992000328005, 234.90114756114784, 183.1938508216064), 'extent': 0.3503315644575669, 'axis_major': 353.5396402960617, 'bbox': (31, 53, 0, 36, 408, 353)}",,,,,,,
"{'image': 'F_2_M04_OC_L23_P+_231123_1.tif', 'label': 1, 'volume': 160309.0, 'centroid': (9.318085696997674, 195.13157090369225, 184.67757892569975), 'extent': 0.23560993533215754, 'axis_major': 182.6372453178756, 'bbox': (0, 69, 91, 18, 285, 266)}",,,,,,,,,,,
"{'image': 'B_4_M04_OC_L23_P+_131123_1.tif', 'label': 1, 'volume': 266199.0, 'centroid': (8.131976453705686, 215.24290098760702, 209.60148234967073), 'extent': 0.34778706258622855, 'axis_major': 213.65842291431997, 'bbox': (0, 120, 94, 16, 321, 332)}",,,,,,,,,,,
"{'image': 'B_1_M04_OC_L4_P+_021123_2.tif', 'label': 1, 'volume': 762941.0, 'centroid': (15.296361055442032, 211.86061176421242, 217.37662283190969), 'extent': 0.28257074074074073, 'axis_major': 261.1647355212114, 'bbox': (0, 45, 78, 30, 345, 378)}",,,,,,,,,,,
"{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 1, 'volume': 20303.0, 'centroid': (0.7511205240604837, 214.030192582377, 34.41732748854849), 'extent': 0.4437232275548562, 'axis_major': 197.2900477014503, 'bbox': (0, 128, 0, 3, 314, 82)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 2, 'volume': 1289.0, 'centroid': (0.0, 176.2055857253685, 179.6454615981381), 'extent': 0.5062843676355067, 'axis_major': 72.31883805116006, 'bbox': (0, 138, 163, 1, 205, 201)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 3, 'volume': 3295.0, 'centroid': (4.369347496206373, 146.2576631259484, 249.40971168437025), 'extent': 0.2160655737704918, 'axis_major': 53.660228432925535, 'bbox': (3, 119, 222, 8, 180, 272)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 4, 'volume': 2877.0, 'centroid': (9.312478275981926, 33.75321515467501, 109.83594021550226), 'extent': 0.15457769181173436, 'axis_major': 66.05942835076377, 'bbox': (8, 0, 90, 14, 66, 137)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 5, 'volume': 166.0, 'centroid': (9.0, 153.72289156626505, 275.6927710843373), 'extent': 0.51875, 'axis_major': 22.541892070370707, 'bbox': (9, 146, 268, 10, 166, 284)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 6, 'volume': 1700.0, 'centroid': (11.0, 173.03764705882352, 178.22882352941176), 'extent': 0.517503805175038, 'axis_major': 80.36051591622332, 'bbox': (11, 135, 158, 12, 208, 203)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 7, 'volume': 319.0, 'centroid': (14.598746081504702, 34.38871473354232, 312.29780564263325), 'extent': 0.48333333333333334, 'axis_major': 33.39697574268654, 'bbox': (14, 19, 307, 16, 49, 318)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 8, 'volume': 5156.0, 'centroid': (20.57544608223429, 342.1953064391001, 179.52424359968967), 'extent': 0.1488023088023088, 'axis_major': 67.84695906079062, 'bbox': (16, 310, 142, 25, 365, 212)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 9, 'volume': 7791.0, 'centroid': (22.0, 206.8025927352073, 184.97689641894493), 'extent': 0.3974594429139884, 'axis_major': 207.4249055620876, 'bbox': (22, 130, 128, 23, 292, 249)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 10, 'volume': 1235.0, 'centroid': (25.989473684210527, 272.5481781376518, 320.4898785425101), 'extent': 0.5145833333333333, 'axis_major': 42.310121449287486, 'bbox': (25, 255, 311, 28, 295, 331)}","{'image': 'C_2_M04_OC_L1_P+_161123_1.tif', 'label': 11, 'volume': 72217.0, 'centroid': (34.14106096902391, 209.3698852070842, 180.47974853566336), 'extent': 0.12664316778900112, 'axis_major': 236.1022832429711, 'bbox': (28, 88, 66, 39, 358, 258)}",
"{'image': 'D_3_M04_OC_L1_P+_221123_1.tif', 'label': 1, 'volume': 224289.0, 'centroid': (13.777706441243218, 206.32344876476333, 233.67153984368383), 'extent': 0.14765724984594966, 'axis_major': 257.0055463701423, 'bbox': (2, 77, 93, 20, 369, 382)}","{'image': 'D_3_M04_OC_L1_P+_221123_1.tif', 'label': 2, 'volume': 8287.0, 'centroid': (25.90382526849282, 227.96017859297694, 94.03439121515626), 'extent': 0.23257184553210597, 'axis_major': 117.6756439644104, 'bbox': (24, 156, 53, 28, 287, 121)}",,,,,,,,,,
"{'image': 'B_1_M04_OC_L23_P+_021123_1.tif', 'label': 1, 'volume': 730079.0, 'centroid': (11.41258411760919, 207.0461498002271, 219.54435067985793), 'extent': 0.2696331723711302, 'axis_major': 282.51162990549375, 'bbox': (0, 62, 14, 25, 339, 405)}",,,,,,,,,,,
"{'image': 'B_2_M04_OC_L1_P+_031123_2.tif', 'label': 1, 'volume': 177529.0, 'centroid': (1.6179497434222014, 218.37814666899493, 195.06485700927735), 'extent': 0.20333646401246164, 'axis_major': 295.35076053157667, 'bbox': (0, 84, 0, 8, 383, 365)}","{'image': 'B_2_M04_OC_L1_P+_031123_2.tif', 'label': 2, 'volume': 97030.0, 'centroid': (15.520241162527054, 219.81790167989283, 196.20142224054416), 'extent': 0.5270218890880451, 'axis_major': 353.19254481782224, 'bbox': (15, 88, 0, 17, 343, 361)}",,,,,,,,,,
"{'image': 'A_4_M04_OC_P+_L1_311023_1.tif', 'label': 1, 'volume': 830706.0, 'centroid': (7.990890880768888, 159.54425873895218, 199.14582295059864), 'extent': 0.3264396525232774, 'axis_major': 348.2320185987663, 'bbox': (0, 0, 7, 19, 334, 408)}",,,,,,,,,,,
"{'image': 'B_1_M04_OC_L4_P+_021123_3.tif', 'label': 1, 'volume': 138373.0, 'centroid': (2.6258301836340903, 166.9670166867814, 188.22696624341455), 'extent': 0.33555707523377176, 'axis_major': 229.92211787695845, 'bbox': (0, 45, 80, 8, 287, 293)}","{'image': 'B_1_M04_OC_L4_P+_021123_3.tif', 'label': 2, 'volume': 47983.0, 'centroid': (11.09818060563116, 51.90479961653085, 371.8019923722985), 'extent': 0.4894127006793007, 'axis_major': 154.43920679385315, 'bbox': (8, 0, 314, 15, 149, 408)}","{'image': 'B_1_M04_OC_L4_P+_021123_3.tif', 'label': 3, 'volume': 673.0, 'centroid': (11.0, 197.9851411589896, 207.25705794947993), 'extent': 0.5341269841269841, 'axis_major': 45.66297643809998, 'bbox': (11, 184, 187, 12, 212, 232)}","{'image': 'B_1_M04_OC_L4_P+_021123_3.tif', 'label': 4, 'volume': 141537.0, 'centroid': (19.62347654676869, 159.14257049393444, 165.57307983071564), 'extent': 0.3177464978448276, 'axis_major': 244.71297294067173, 'bbox': (15, 53, 41, 23, 293, 273)}",,,,,,,,
"{'image': 'B_4_M04_OC_CA1_P+_151123_1.tif', 'label': 1, 'volume': 271378.0, 'centroid': (8.755599201114313, 165.87390650679126, 226.56165201305927), 'extent': 0.29988772637060024, 'axis_major': 209.432222080791, 'bbox': (0, 85, 105, 21, 247, 371)}",,,,,,,,,,,
"{'image': 'B_2_M04_OC_L23_P+_031123_2.tif', 'label': 1, 'volume': 39388.0, 'centroid': (2.213948410683457, 188.05674317050878, 186.72732812023966), 'extent': 0.2911590774689533, 'axis_major': 133.80468585634975, 'bbox': (0, 86, 106, 5, 264, 258)}","{'image': 'B_2_M04_OC_L23_P+_031123_2.tif', 'label': 2, 'volume': 70050.0, 'centroid': (13.753261955745895, 186.8704068522484, 185.65685938615275), 'extent': 0.3198411067735087, 'axis_major': 145.5046332308086, 'bbox': (9, 103, 112, 18, 260, 267)}",,,,,,,,,,
"{'image': 'C_2_M04_OC_DGM_P+_161123_1.tif', 'label': 1, 'volume': 2494.0, 'centroid': (0.0, 201.47032878909383, 168.94466720128307), 'extent': 0.5816231343283582, 'axis_major': 71.66735571379962, 'bbox': (0, 169, 141, 1, 236, 205)}","{'image': 'C_2_M04_OC_DGM_P+_161123_1.tif', 'label': 2, 'volume': 7546.0, 'centroid': (0.5, 252.99125364431487, 252.60217333686722), 'extent': 0.5171326754385965, 'axis_major': 118.2039540446239, 'bbox': (0, 222, 194, 2, 286, 308)}","{'image': 'C_2_M04_OC_DGM_P+_161123_1.tif', 'label': 3, 'volume': 376720.0, 'centroid': (13.035018050541517, 225.68579581652156, 209.0355436398386), 'extent': 0.2035983159578665, 'axis_major': 239.7410041813705, 'bbox': (6, 90, 35, 28, 357, 350)}","{'image': 'C_2_M04_OC_DGM_P+_161123_1.tif', 'label': 4, 'volume': 6583.0, 'centroid': (28.61203098891083, 252.43657906729456, 245.8695123803737), 'extent': 0.3594910441240716, 'axis_major': 104.22657464848422, 'bbox': (28, 203, 191, 30, 287, 300)}",,,,,,,,
"{'image': 'D_3_M04_OC_L4_P+_221123_1.tif', 'label': 1, 'volume': 60531.0, 'centroid': (4.0, 213.24217343179527, 198.9422940311576), 'extent': 0.5821184028312048, 'axis_major': 385.73874911396604, 'bbox': (4, 20, 59, 5, 408, 327)}","{'image': 'D_3_M04_OC_L4_P+_221123_1.tif', 'label': 2, 'volume': 413228.0, 'centroid': (12.631411714598237, 243.10210827920665, 198.35548655947807), 'extent': 0.41364164164164163, 'axis_major': 375.1685738228392, 'bbox': (9, 33, 75, 17, 408, 408)}",,,,,,,,,,
"{'image': 'C_2_M04_OC_L4_P+_161123_1.tif', 'label': 1, 'volume': 613652.0, 'centroid': (11.382770690880173, 185.54159523638805, 195.3885133593633), 'extent': 0.24332884994829304, 'axis_major': 298.03522385570443, 'bbox': (0, 0, 16, 22, 322, 372)}","{'image': 'C_2_M04_OC_L4_P+_161123_1.tif', 'label': 2, 'volume': 306.0, 'centroid': (13.0, 269.2091503267974, 94.2483660130719), 'extent': 0.4473684210526316, 'axis_major': 35.02901773557923, 'bbox': (13, 260, 74, 14, 279, 110)}",,,,,,,,,,
"{'image': 'D_4_M04_OC_CA1_P+_221123_1.tif', 'label': 1, 'volume': 155820.0, 'centroid': (10.282049801052496, 199.58011808496983, 209.8466050571172), 'extent': 0.22450896767946885, 'axis_major': 153.166299092185, 'bbox': (0, 107, 118, 23, 271, 302)}","{'image': 'D_4_M04_OC_CA1_P+_221123_1.tif', 'label': 2, 'volume': 789.0, 'centroid': (11.0, 154.8960709759189, 263.20152091254755), 'extent': 0.44829545454545455, 'axis_major': 63.931008875666656, 'bbox': (11, 126, 245, 12, 181, 277)}","{'image': 'D_4_M04_OC_CA1_P+_221123_1.tif', 'label': 3, 'volume': 43.0, 'centroid': (14.0, 278.3255813953488, 150.2093023255814), 'extent': 0.5512820512820513, 'axis_major': 15.996614113105087, 'bbox': (14, 276, 143, 15, 282, 156)}",,,,,,,,,
"{'image': 'B_2_M04_OC_L23_P+_031123_1.tif', 'label': 1, 'volume': 5390.0, 'centroid': (0.0, 168.06679035250463, 178.4877551020408), 'extent': 0.5978260869565217, 'axis_major': 110.31661807339873, 'bbox': (0, 128, 128, 1, 220, 226)}","{'image': 'B_2_M04_OC_L23_P+_031123_1.tif', 'label': 2, 'volume': 620890.0, 'centroid': (25.53791331797903, 123.180202612379, 177.66639340301825), 'extent': 0.23191975424850664, 'axis_major': 283.7024379336543, 'bbox': (11, 0, 3, 35, 309, 364)}",,,,,,,,,,
"{'image': 'F_2_M04_OC_L4_P+_231123_1.tif', 'label': 1, 'volume': 109007.0, 'centroid': (7.662205179483887, 202.43963231719064, 192.52652581944278), 'extent': 0.3118459522706077, 'axis_major': 119.08659815566563, 'bbox': (0, 136, 117, 17, 274, 266)}",,,,,,,,,,,
"{'image': 'B_1_M04_OC_L1_P+_021123_1.tif', 'label': 1, 'volume': 658882.0, 'centroid': (9.001121596886847, 141.4107214948959, 253.44009245965134), 'extent': 0.2356152411358474, 'axis_major': 301.04785437916416, 'bbox': (0, 0, 0, 23, 298, 408)}",,,,,,,,,,,
